game_id,stadium_code,sports_type,game_date,day_of_week,is_holiday,start_time,home_team_win,audience,region,accident_count,injury_count,death_count,temperature,precipitation,snow_depth,start_hour,match_정규시즌,match_포스트시즌
3179,UJ01,배구,2023-11-11,토,1,0 days 14:00:00,0,1724.0,경기 의정부시,4.0,7.0,0.0,5.9,0.0,0.0,14,True,False
3180,CA02,배구,2023-11-12,일,1,0 days 14:00:00,0,2186.0,충남 천안시,6.0,10.0,0.0,4.8,0.0,0.0,14,True,False
3181,SU05,배구,2023-11-14,화,0,0 days 19:00:00,1,673.0,경기 수원시,12.0,17.0,0.0,5.8,0.0,0.0,19,True,False
3182,IC03,배구,2023-11-15,수,0,0 days 19:00:00,1,906.0,인천 계양구,4.0,4.0,0.0,8.9,0.0,0.0,19,True,False
3183,SO08,배구,2023-11-16,목,0,0 days 19:00:00,1,2411.0,서울 중구,1.0,1.0,0.0,6.7,0.0,0.0,19,True,False
3184,CA02,배구,2023-11-17,금,0,0 days 19:00:00,0,1465.0,충남 천안시,13.0,19.0,0.0,1.4,0.0,0.0,19,True,False
3185,IC03,배구,2023-11-18,토,1,0 days 14:00:00,0,1854.0,인천 계양구,1.0,1.0,0.0,4.6,0.0,0.0,14,True,False
3186,DJ04,배구,2023-11-19,일,1,0 days 14:00:00,1,1484.0,대전 중구,3.0,5.0,0.0,12.3,0.0,0.0,14,True,False
3187,SU05,배구,2023-11-21,화,0,0 days 19:00:00,1,911.0,경기 수원시,16.0,24.0,0.0,7.6,0.0,0.0,19,True,False
3188,AS01,배구,2023-11-22,수,0,0 days 19:00:00,0,1388.0,경기 안산시,10.0,16.0,0.0,10.8,0.0,0.0,19,True,False
3189,DJ04,배구,2023-11-23,목,0,0 days 19:00:00,1,2342.0,대전 중구,4.0,7.0,0.0,11.8,0.0,0.0,19,True,False
3190,UJ01,배구,2023-11-24,금,0,0 days 19:00:00,0,1504.0,경기 의정부시,6.0,13.0,0.0,-2.2,0.0,0.0,19,True,False
3191,CA02,배구,2023-11-25,토,1,0 days 14:00:00,0,2782.0,충남 천안시,10.0,37.0,0.0,3.4,0.0,0.0,14,True,False
3192,SO08,배구,2023-11-26,일,1,0 days 14:00:00,0,3091.0,서울 중구,1.0,1.0,0.0,6.7,0.0,0.0,14,True,False
3193,SU05,배구,2023-11-28,화,0,0 days 19:00:00,1,713.0,경기 수원시,8.0,9.0,0.0,0.4,0.0,0.0,19,True,False
3194,AS01,배구,2023-11-29,수,0,0 days 19:00:00,1,939.0,경기 안산시,6.0,8.0,0.0,0.2,0.0,0.0,19,True,False
3195,IC03,배구,2023-11-30,목,0,0 days 19:00:00,0,1358.0,인천 계양구,3.0,3.0,0.0,-2.5,0.0,0.0,19,True,False
3196,DJ04,배구,2023-12-01,금,0,0 days 19:00:00,1,1605.0,대전 중구,6.0,8.0,0.0,-1.7,0.0,0.0,19,True,False
3197,SU05,배구,2023-12-02,토,1,0 days 14:00:00,1,1399.0,경기 수원시,5.0,10.0,0.0,7.4,0.0,0.0,14,True,False
3198,AS01,배구,2023-12-03,일,1,0 days 14:00:00,0,1909.0,경기 안산시,6.0,18.0,0.0,5.7,0.0,0.0,14,True,False
3199,CA02,배구,2023-12-05,화,0,0 days 19:00:00,0,1236.0,충남 천안시,8.0,8.0,0.0,3.4,0.0,0.0,19,True,False
3200,UJ01,배구,2023-12-06,수,0,0 days 19:00:00,1,1066.0,경기 의정부시,5.0,5.0,0.0,6.2,0.0,0.0,19,True,False
